ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentCategory,IssueCategory
748,144,8,05-12-2024,4,"Great purchase, very satisfied.",Positive,None
749,234,2,04-07-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
750,187,15,25-06-2024,5,"Excellent product, highly recommend!",Positive,None
751,150,20,10-02-2024,4,"Great purchase, very satisfied.",Positive,None
752,184,11,31-01-2023,5,"Excellent product, highly recommend!",Positive,None
753,299,7,14-01-2024,4,"Great purchase, very satisfied.",Positive,None
754,33,3,01-02-2023,5,"Excellent product, highly recommend!",Positive,None
755,166,17,06-11-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
756,203,15,19-08-2023,5,"Excellent product, highly recommend!",Positive,None
757,113,16,28-02-2023,1,The product stopped working after a month.,Negative,Durability
758,24,3,11-11-2024,1,The product stopped working after a month.,Negative,Durability
759,237,9,03-08-2024,4,"Great purchase, very satisfied.",Positive,None
760,48,15,04-01-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
761,15,16,27-08-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
762,95,4,23-12-2024,1,The product stopped working after a month.,Negative,Durability
763,228,7,09-04-2024,4,"Great purchase, very satisfied.",Positive,None
764,121,20,07-05-2024,1,Not worth the money.,Negative,Product Cost
765,23,3,06-01-2023,5,"Excellent product, highly recommend!",Positive,None
766,149,19,25-06-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
767,81,3,18-07-2024,2,Disappointed with the performance.,Negative,Product Performance
768,81,6,24-11-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
769,8,1,01-03-2024,5,"Excellent product, highly recommend!",Positive,None
770,107,17,26-01-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
771,139,19,12-03-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
772,28,6,27-10-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
773,44,9,13-09-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
774,278,2,11-10-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
775,43,3,24-07-2024,1,The product stopped working after a month.,Negative,Durability
776,16,2,07-11-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
777,27,3,20-11-2023,1,The product stopped working after a month.,Negative,Durability
778,125,3,25-12-2024,5,"Excellent product, highly recommend!",Positive,None
779,293,11,17-09-2024,1,I had a bad experience with this product.,Negative,Product Performance
780,209,2,04-06-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
781,208,20,15-07-2023,1,Not worth the money.,Negative,Product Cost
782,141,16,11-05-2024,2,Disappointed with the performance.,Negative,Product Performance
783,224,14,20-02-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
784,132,17,07-12-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
785,77,11,28-04-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
786,5,9,23-06-2023,4,Five stars for the quick delivery.,Positive,None
787,159,13,25-09-2023,1,Not worth the money.,Negative,Product Cost
788,30,13,27-08-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
789,257,14,23-04-2023,1,Not worth the money.,Negative,Product Cost
790,252,11,22-09-2023,5,"Excellent product, highly recommend!",Positive,None
791,266,6,25-05-2024,1,Not worth the money.,Negative,Product Cost
792,256,4,29-04-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
793,288,18,10-04-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
794,29,12,23-07-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
795,39,19,26-05-2024,1,I had a bad experience with this product.,Negative,Product Performance
796,170,12,16-05-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
797,286,6,16-02-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
798,281,13,30-11-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
799,135,9,24-10-2023,5,"Excellent product, highly recommend!",Positive,None
800,154,9,21-05-2023,2,Disappointed with the performance.,Negative,Product Performance
801,134,5,19-02-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
802,10,17,05-07-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
803,178,2,08-03-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
804,64,8,24-03-2024,1,I had a bad experience with this product.,Negative,Product Performance
805,263,14,01-07-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
806,262,9,24-09-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
807,23,10,27-05-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
808,33,14,30-07-2024,1,I had a bad experience with this product.,Negative,Product Performance
809,259,4,29-10-2023,4,Five stars for the quick delivery.,Positive,None
810,3,15,27-01-2024,1,I had a bad experience with this product.,Negative,Product Performance
811,276,3,25-03-2024,1,I had a bad experience with this product.,Negative,Product Performance
812,6,2,15-03-2024,2,The product arrived late.,Negative,Delivery
813,40,9,14-08-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
814,185,19,28-04-2024,4,Five stars for the quick delivery.,Positive,None
815,116,20,28-10-2024,1,Not worth the money.,Negative,Product Cost
816,240,13,25-02-2024,1,The product stopped working after a month.,Negative,Durability
817,54,2,17-11-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
818,63,15,27-03-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
819,20,1,21-05-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
820,8,3,05-12-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
821,179,4,28-12-2024,1,The product stopped working after a month.,Negative,Durability
822,275,1,06-01-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
823,243,18,14-09-2023,4,Five stars for the quick delivery.,Positive,None
824,260,10,12-01-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
825,234,14,16-04-2023,2,The product arrived late.,Negative,Delivery
826,220,16,08-05-2024,1,Not worth the money.,Negative,Product Cost
827,24,14,14-03-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
828,68,3,10-09-2024,1,The product stopped working after a month.,Negative,Durability
829,82,6,20-07-2024,1,Not worth the money.,Negative,Product Cost
830,120,10,23-08-2024,5,"Excellent product, highly recommend!",Positive,None
831,133,7,11-01-2023,1,I had a bad experience with this product.,Negative,Product Performance
832,78,4,07-01-2024,4,Five stars for the quick delivery.,Positive,None
833,232,6,08-01-2024,2,Disappointed with the performance.,Negative,Product Performance
834,249,18,16-08-2023,4,"Great purchase, very satisfied.",Positive,None
835,217,15,15-10-2023,1,Not worth the money.,Negative,Product Cost
836,28,17,25-11-2024,2,Disappointed with the performance.,Negative,Product Performance
837,53,6,04-12-2024,1,Not worth the money.,Negative,Product Cost
838,24,12,30-08-2024,2,Disappointed with the performance.,Negative,Product Performance
839,138,10,05-12-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
840,201,19,30-06-2024,2,The product arrived late.,Negative,Delivery
841,15,3,30-06-2023,1,I had a bad experience with this product.,Negative,Product Performance
842,85,11,19-02-2024,1,Not worth the money.,Negative,Product Cost
843,67,2,28-06-2024,4,"Great purchase, very satisfied.",Positive,None
844,213,4,15-01-2023,2,The product arrived late.,Negative,Delivery
845,277,2,02-06-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
846,252,2,13-03-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
847,87,2,31-10-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
848,124,15,05-03-2023,4,"Great purchase, very satisfied.",Positive,None
849,191,11,25-09-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
850,55,11,07-05-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
851,225,13,20-03-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
852,212,5,09-08-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
853,178,18,11-02-2024,1,The product stopped working after a month.,Negative,Durability
854,99,13,25-02-2023,4,Five stars for the quick delivery.,Positive,None
855,185,8,20-01-2024,2,The product arrived late.,Negative,Delivery
856,250,7,28-05-2023,1,Not worth the money.,Negative,Product Cost
857,32,20,01-06-2023,4,Five stars for the quick delivery.,Positive,None
858,168,9,04-01-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
859,282,1,01-02-2024,2,Disappointed with the performance.,Negative,Product Performance
860,138,1,19-09-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
861,287,15,29-07-2023,1,I had a bad experience with this product.,Negative,Product Performance
862,287,16,10-04-2023,2,The product arrived late.,Negative,Delivery
863,103,10,01-05-2023,1,Not worth the money.,Negative,Product Cost
864,29,2,17-10-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
865,224,13,27-11-2023,2,The product arrived late.,Negative,Delivery
866,150,17,22-10-2023,4,"Great purchase, very satisfied.",Positive,None
867,289,8,28-01-2023,1,Not worth the money.,Negative,Product Cost
868,3,9,16-03-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
869,116,11,27-10-2024,1,The product stopped working after a month.,Negative,Durability
870,213,1,26-12-2024,2,The product arrived late.,Negative,Delivery
871,255,2,29-01-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
872,290,8,26-04-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
873,3,10,17-10-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
874,27,11,21-07-2024,4,"Great purchase, very satisfied.",Positive,None
875,30,9,26-04-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
876,65,16,01-11-2024,2,The product arrived late.,Negative,Delivery
877,296,1,13-06-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
878,218,9,13-01-2024,5,"Excellent product, highly recommend!",Positive,None
879,97,1,03-12-2024,1,Not worth the money.,Negative,Product Cost
880,25,11,07-10-2024,1,Not worth the money.,Negative,Product Cost
881,26,4,30-09-2024,2,The product arrived late.,Negative,Delivery
882,168,16,03-12-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
883,247,7,09-07-2024,2,The product arrived late.,Negative,Delivery
884,1,18,17-10-2023,4,Five stars for the quick delivery.,Positive,None
885,249,10,25-01-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
886,82,17,18-06-2023,2,The product arrived late.,Negative,Delivery
887,167,1,31-03-2024,4,Five stars for the quick delivery.,Positive,None
888,177,11,18-08-2023,4,Five stars for the quick delivery.,Positive,None
889,7,12,11-12-2024,4,Five stars for the quick delivery.,Positive,None
890,275,12,16-03-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
891,190,2,30-04-2023,4,"Great purchase, very satisfied.",Positive,None
892,169,6,16-09-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
893,42,3,24-03-2024,2,The product arrived late.,Negative,Delivery
894,262,16,19-11-2024,1,Not worth the money.,Negative,Product Cost
895,177,1,06-01-2024,5,"Excellent product, highly recommend!",Positive,None
896,107,20,09-12-2024,5,"Excellent product, highly recommend!",Positive,None
897,272,9,31-03-2023,2,The product arrived late.,Negative,Delivery
898,13,12,05-04-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
899,53,5,23-01-2023,1,The product stopped working after a month.,Negative,Durability
900,2,16,22-09-2023,1,I had a bad experience with this product.,Negative,Product Performance
901,22,9,18-01-2024,5,"Excellent product, highly recommend!",Positive,None
902,170,14,17-08-2024,2,Disappointed with the performance.,Negative,Product Performance
903,109,7,07-06-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
904,209,20,29-05-2023,1,Not worth the money.,Negative,Product Cost
905,196,18,08-08-2024,2,Disappointed with the performance.,Negative,Product Performance
906,136,15,20-08-2023,2,The product arrived late.,Negative,Delivery
907,239,20,27-07-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
908,291,5,21-11-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
909,92,7,09-09-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
910,193,2,11-01-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
911,102,14,16-02-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
912,42,5,05-11-2023,5,"Excellent product, highly recommend!",Positive,None
913,105,16,30-07-2023,2,Disappointed with the performance.,Negative,Product Performance
914,153,20,30-03-2023,4,Five stars for the quick delivery.,Positive,None
915,161,18,13-03-2023,2,Disappointed with the performance.,Negative,Product Performance
916,114,14,03-02-2024,2,Disappointed with the performance.,Negative,Product Performance
917,148,7,17-03-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
918,107,14,25-12-2023,1,I had a bad experience with this product.,Negative,Product Performance
919,100,3,04-11-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
920,162,20,14-10-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
921,216,18,01-05-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
922,17,18,20-08-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
923,56,10,26-01-2024,1,The product stopped working after a month.,Negative,Durability
924,120,4,30-06-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
925,282,19,05-05-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
926,117,8,20-11-2024,1,Not worth the money.,Negative,Product Cost
927,24,5,23-07-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
928,144,5,04-08-2023,4,"Great purchase, very satisfied.",Positive,None
929,114,17,21-06-2024,1,I had a bad experience with this product.,Negative,Product Performance
930,123,4,08-11-2024,2,Disappointed with the performance.,Negative,Product Performance
931,198,1,29-05-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
932,14,20,31-12-2024,1,I had a bad experience with this product.,Negative,Product Performance
933,79,16,17-01-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
934,3,1,14-11-2023,4,"Great purchase, very satisfied.",Positive,None
935,280,14,24-01-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
936,264,10,23-04-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
937,256,5,03-02-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
938,83,15,19-11-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
939,260,20,04-03-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
940,104,14,30-05-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
941,183,7,12-05-2024,4,"Great purchase, very satisfied.",Positive,None
942,272,2,22-07-2024,1,Not worth the money.,Negative,Product Cost
943,270,5,26-07-2023,4,"Great purchase, very satisfied.",Positive,None
944,23,19,16-04-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
945,48,20,17-08-2024,2,The product arrived late.,Negative,Delivery
946,87,10,20-04-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
947,26,15,06-01-2024,5,"Excellent product, highly recommend!",Positive,None
948,269,13,22-05-2023,5,"Excellent product, highly recommend!",Positive,None
949,2,19,03-06-2024,1,I had a bad experience with this product.,Negative,Product Performance
950,212,7,18-02-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
951,271,6,01-06-2024,1,I had a bad experience with this product.,Negative,Product Performance
952,35,14,11-07-2024,2,Disappointed with the performance.,Negative,Product Performance
953,199,1,15-01-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
954,205,17,28-11-2024,2,The product arrived late.,Negative,Delivery
955,33,6,13-05-2024,2,Disappointed with the performance.,Negative,Product Performance
956,25,10,17-06-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
957,88,18,19-11-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
958,194,11,30-05-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
959,217,18,18-03-2023,1,I had a bad experience with this product.,Negative,Product Performance
960,231,20,18-05-2023,4,Five stars for the quick delivery.,Positive,None
961,147,4,12-11-2024,2,Disappointed with the performance.,Negative,Product Performance
962,234,20,29-03-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
963,112,4,12-02-2023,2,The product arrived late.,Negative,Delivery
964,32,17,06-08-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
965,287,1,24-09-2024,2,The product arrived late.,Negative,Delivery
966,178,9,21-09-2023,2,The product arrived late.,Negative,Delivery
967,234,18,10-08-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
968,140,18,10-09-2023,4,"Great purchase, very satisfied.",Positive,None
969,131,14,22-11-2023,2,The product arrived late.,Negative,Delivery
970,194,15,11-10-2024,4,Five stars for the quick delivery.,Positive,None
971,199,2,07-07-2023,5,"Excellent product, highly recommend!",Positive,None
972,111,3,17-11-2024,2,The product arrived late.,Negative,Delivery
973,16,14,21-12-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
974,213,10,27-02-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
975,296,16,12-10-2024,1,I had a bad experience with this product.,Negative,Product Performance
976,156,8,17-10-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
977,272,16,23-07-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
978,109,15,20-06-2024,4,Five stars for the quick delivery.,Positive,None
979,172,8,25-03-2024,5,"Excellent product, highly recommend!",Positive,None
980,65,14,22-06-2024,2,The product arrived late.,Negative,Delivery
981,255,1,22-10-2023,5,"Excellent product, highly recommend!",Positive,None
982,171,11,13-05-2024,2,The product arrived late.,Negative,Delivery
983,51,8,08-10-2024,1,The product stopped working after a month.,Negative,Durability
984,226,7,21-03-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
985,86,4,04-05-2024,1,I had a bad experience with this product.,Negative,Product Performance
986,174,13,21-05-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
987,247,20,08-09-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
988,130,8,21-07-2023,5,"Excellent product, highly recommend!",Positive,None
989,255,18,12-06-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
990,116,2,27-12-2023,1,I had a bad experience with this product.,Negative,Product Performance
991,245,14,21-03-2024,4,Five stars for the quick delivery.,Positive,None
992,17,17,13-11-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
993,226,17,08-10-2023,1,The product stopped working after a month.,Negative,Durability
994,206,9,14-01-2023,1,Not worth the money.,Negative,Product Cost
995,59,11,28-03-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
996,151,14,31-01-2024,4,Five stars for the quick delivery.,Positive,None
997,60,20,21-09-2024,1,The product stopped working after a month.,Negative,Durability
998,249,17,09-11-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
999,219,11,08-10-2024,4,Five stars for the quick delivery.,Positive,None
1000,162,11,10-11-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
