ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText
964,32,17,06-08-2023,4,  Shipping was fast and the item was well-packaged.   
965,287,1,24-09-2024,2,The product arrived late.
966,178,9,21-09-2023,2,The  product  arrived  late.
967,234,18,10-08-2024,5,The quality is top-notch. Fits perfectly!
968,140,18,10-09-2023,4,"  Great purchase, very satisfied.   "
969,131,14,22-11-2023,2,The product arrived late.
970,194,15,11-10-2024,4,Five stars for the quick delivery.
971,199,2,07-07-2023,5,"Excellent product, highly recommend!"
972,111,3,17-11-2024,2,  The product arrived late.   
973,16,14,21-12-2024,3,"Good  quality,  but  could  be  cheaper."
974,213,10,27-02-2023,3,"Average experience, nothing special."
975,296,16,12-10-2024,1,I had a bad experience with this product.
976,156,8,17-10-2024,5,  The quality is top-notch. Fits perfectly!   
977,272,16,23-07-2024,5,The quality is top-notch. Fits perfectly!
978,109,15,20-06-2024,4,Five stars for the quick delivery.
979,172,8,25-03-2024,5,"Excellent product, highly recommend!"
980,65,14,22-06-2024,2,    The  product  arrived  late.      
981,255,1,22-10-2023,5,"Excellent product, highly recommend!"
982,171,11,13-05-2024,2,The product arrived late.
983,51,8,08-10-2024,1,The product stopped working after a month.
984,226,7,21-03-2023,4,  Shipping was fast and the item was well-packaged.   
985,86,4,04-05-2024,1,I had a bad experience with this product.
986,174,13,21-05-2023,4,Shipping was fast and the item was well-packaged.
987,247,20,08-09-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.
988,130,8,21-07-2023,5,"  Excellent product, highly recommend!   "
989,255,18,12-06-2023,2,Product did not meet my expectations.
990,116,2,27-12-2023,1,I had a bad experience with this product.
991,245,14,21-03-2024,4,Five stars for the quick delivery.
992,17,17,13-11-2023,5,  The quality is top-notch. Fits perfectly!   
993,226,17,08-10-2023,1,The product stopped working after a month.
994,206,9,14-01-2023,1,Not  worth  the  money.
995,59,11,28-03-2024,2,Product did not meet my expectations.
996,151,14,31-01-2024,4,  Five stars for the quick delivery.   
997,60,20,21-09-2024,1,The product stopped working after a month.
998,249,17,09-11-2024,3,"Average experience, nothing special."
999,219,11,08-10-2024,4,Five stars for the quick delivery.
1000,162,11,10-11-2024,4,  Shipping was fast and the item was well-packaged.   
